Isolate ID,Host,Collection date,Size (Mb),Scaffolds,GC Content,CDS,Host disease,Level,BioProject Accession,BioSample Accession,Assembly Accession,Location,Isolation source,Isolation type,Additional Metadata
BWH_1301_E_col,Homo sapiens,2023,5.01748,70.0,,,Urinary tract infection,Contig,,SAMN36729060,GCA_032330735.2,USA:Boston,urine,clinical,
BWH_1302_E_col,Homo sapiens,2023,5.38219,123.0,,,Urinary tract infection,Contig,,SAMN36726633,GCA_032335875.2,USA:Boston,urine,clinical,
BWH_1307_E_col,Homo sapiens,2023,4.97405,84.0,,,Urinary tract infection,Contig,,SAMN36727325,GCA_032334215.2,USA:Boston,urine,clinical,
BWH_133_E_col,Homo sapiens,2022,5.11799,128.0,,,Urinary tract infection,Contig,,SAMN36729008,GCA_032329015.2,USA:Boston,urine,clinical,
BWH_134_E_col,Homo sapiens,2022,4.92909,146.0,,,Urinary tract infection,Contig,,SAMN36726694,GCA_032336905.2,USA:Boston,urine,clinical,
BWH_135_E_col,Homo sapiens,2022,4.98911,88.0,,,Urinary tract infection,Contig,,SAMN36726647,GCA_032336315.2,USA:Boston,urine,clinical,
BWH_139_E_col,Homo sapiens,2022,5.47301,95.0,,,Urinary tract infection,Contig,,SAMN36728963,GCA_031776055.2,USA:Boston,urine,clinical,
BWH_144_E_col,Homo sapiens,2022,5.31294,103.0,,,Urinary tract infection,Contig,,SAMN36729080,GCA_032329935.2,USA:Boston,urine,clinical,
BWH_1460_E_col,Homo sapiens,2023,5.07188,103.0,,,Urinary tract infection,Contig,,SAMN36892881,GCA_031835125.2,USA:Boston,urine,clinical,
BWH_1463_E_col,Homo sapiens,2023,5.00837,100.0,,,Urinary tract infection,Contig,,SAMN36892891,GCA_031835205.2,USA:Boston,urine,clinical,
BWH_1468_E_col,Homo sapiens,2023,5.27349,97.0,,,Urinary tract infection,Contig,,SAMN37516890,GCA_032120495.2,USA:Boston,urine,clinical,
BWH_1474_E_col,Homo sapiens,2023,5.1987,86.0,,,Urinary tract infection,Contig,,SAMN36892847,GCA_031766855.2,USA:Boston,urine,clinical,
BWH_1485_E_col,Homo sapiens,2023,5.27097,88.0,,,Urinary tract infection,Contig,,SAMN37516938,GCA_032123055.2,USA:Boston,urine,clinical,
BWH_1495_E_col,Homo sapiens,2023,5.11732,69.0,,,Urinary tract infection,Contig,,SAMN37516926,GCA_032182125.2,USA:Boston,urine,clinical,
BWH_1496_E_col,Homo sapiens,2023,5.05777,76.0,,,Urinary tract infection,Contig,,SAMN37516878,GCA_032122055.2,USA:Boston,urine,clinical,
BWH_1497_E_col,Homo sapiens,2023,5.07614,69.0,,,Urinary tract infection,Contig,,SAMN37516877,GCA_032121675.2,USA:Boston,urine,clinical,
BWH_150_E_col,Homo sapiens,2022,5.10014,111.0,,,Urinary tract infection,Contig,,SAMN36729096,GCA_032331015.2,USA:Boston,urine,clinical,
BWH_1503_E_col,Homo sapiens,2023,5.23088,85.0,,,Urinary tract infection,Contig,,SAMN37516943,GCA_032123155.2,USA:Boston,urine,clinical,
BWH_1506_E_col,Homo sapiens,2023,5.2164,77.0,,,Urinary tract infection,Contig,,SAMN37516873,GCA_032120155.2,USA:Boston,urine,clinical,
BWH_1507_E_col,Homo sapiens,2023,5.32247,109.0,,,Urinary tract infection,Contig,,SAMN37516876,GCA_032121315.2,USA:Boston,urine,clinical,
BWH_1508_E_col,Homo sapiens,2023,5.10218,67.0,,,Urinary tract infection,Contig,,SAMN37516893,GCA_032120615.2,USA:Boston,urine,clinical,
BWH_1509_E_col,Homo sapiens,2023,5.17897,67.0,,,Urinary tract infection,Contig,,SAMN37516933,GCA_032122675.2,USA:Boston,urine,clinical,
BWH_1512_E_col,Homo sapiens,2023,5.42621,109.0,,,Urinary tract infection,Contig,,SAMN37516927,GCA_032182105.2,USA:Boston,urine,clinical,
BWH_1534_E_col,Homo sapiens,2023,5.37136,105.0,,,Urinary tract infection,Contig,,SAMN37516889,GCA_032120475.2,USA:Boston,urine,clinical,
BWH_1535_E_col,Homo sapiens,2023,5.38897,125.0,,,Urinary tract infection,Contig,,SAMN37516923,GCA_032182065.2,USA:Boston,urine,clinical,
BWH_1537_E_col,Homo sapiens,2023,5.39544,119.0,,,Urinary tract infection,Contig,,SAMN37516952,GCA_032124735.2,USA:Boston,urine,clinical,
BWH_1544_E_col,Homo sapiens,2023,5.43196,107.0,,,Urinary tract infection,Contig,,SAMN37516902,GCA_032121275.2,USA:Boston,urine,clinical,
BWH_1558_E_col,Homo sapiens,2023,4.62948,39.0,,,Urinary tract infection,Contig,,SAMN38228828,GCA_033726555.1,USA:Boston,urine,clinical,
BWH_1560_E_col,Homo sapiens,2023,5.20064,90.0,,,Urinary tract infection,Contig,,SAMN38228858,GCA_034515725.1,USA:Boston,urine,clinical,
BWH_1593_E_col,Homo sapiens,2023,5.19312,69.0,,,Urinary tract infection,Contig,,SAMN38228878,GCA_034516655.1,USA:Boston,urine,clinical,
BWH_1597_E_col,Homo sapiens,2023,5.19683,90.0,,,Urinary tract infection,Contig,,SAMN38228833,GCA_033726615.1,USA:Boston,urine,clinical,
BWH_1598_E_col,Homo sapiens,2023,5.485,180.0,,,Urinary tract infection,Contig,,SAMN38228870,GCA_034515745.1,USA:Boston,urine,clinical,
BWH_1609_E_col,Homo sapiens,2023,5.32061,231.0,,,Urinary tract infection,Contig,,SAMN38228863,GCA_034515765.1,USA:Boston,urine,clinical,
BWH_1612_E_col,Homo sapiens,2023,5.31625,179.0,,,Urinary tract infection,Contig,,SAMN38228846,GCA_033726735.1,USA:Boston,urine,clinical,
BWH_1613_E_col,Homo sapiens,2023,5.36537,105.0,,,Urinary tract infection,Contig,,SAMN38228856,GCA_034516625.1,USA:Boston,urine,clinical,
BWH_1614_E_col,Homo sapiens,2023,5.18266,95.0,,,Urinary tract infection,Contig,,SAMN38228810,GCA_034514775.1,USA:Boston,urine,clinical,
BWH_1617_E_col,Homo sapiens,2023,5.24443,92.0,,,Urinary tract infection,Contig,,SAMN38228857,GCA_034515625.1,USA:Boston,urine,clinical,
BWH_1619_E_col,Homo sapiens,2023,5.16511,64.0,,,Urinary tract infection,Contig,,SAMN38228875,GCA_034514735.1,USA:Boston,urine,clinical,
BWH_1836_E_col,Homo sapiens,2024,5.15245,94.0,,,Urinary tract infection,Contig,,SAMN40930639,GCA_038083455.1,USA:Boston,urine,clinical,
BWH_1841_E_col,Homo sapiens,2024,5.32581,126.0,,,Urinary tract infection,Contig,,SAMN40930643,GCA_038080095.1,USA:Boston,urine,clinical,
BWH_1843_E_col,Homo sapiens,2024,5.25899,145.0,,,Urinary tract infection,Contig,,SAMN40930645,GCA_038080215.1,USA:Boston,urine,clinical,
BWH_1846_E_col,Homo sapiens,2024,5.01922,135.0,,,Urinary tract infection,Contig,,SAMN40930648,GCA_038080255.1,USA:Boston,urine,clinical,
BWH_1854_E_col,Homo sapiens,2024,5.48884,136.0,,,Urinary tract infection,Contig,,SAMN40930656,GCA_038080295.1,USA:Boston,urine,clinical,
BWH_1857_E_col,Homo sapiens,2024,5.15452,116.0,,,Urinary tract infection,Contig,,SAMN40930659,GCA_038080355.1,USA:Boston,urine,clinical,
BWH_1858_E_col,Homo sapiens,2024,4.8984,99.0,,,Urinary tract infection,Contig,,SAMN40930660,GCA_038080335.1,USA:Boston,urine,clinical,
BWH_1861_E_col,Homo sapiens,2024,5.12683,115.0,,,Urinary tract infection,Contig,,SAMN40930663,GCA_038080375.1,USA:Boston,urine,clinical,
BWH_1865_E_col,Homo sapiens,2024,5.19344,119.0,,,Urinary tract infection,Contig,,SAMN40930667,GCA_038080435.1,USA:Boston,urine,clinical,
BWH_1867_E_col,Homo sapiens,2024,5.13631,73.0,,,Urinary tract infection,Contig,,SAMN40930669,GCA_038080495.1,USA:Boston,urine,clinical,
BWH_1868_E_col,Homo sapiens,2024,5.16478,87.0,,,Urinary tract infection,Contig,,SAMN40930670,GCA_038080475.1,USA:Boston,urine,clinical,
BWH_1870_E_col,Homo sapiens,2024,5.02515,105.0,,,Urinary tract infection,Contig,,SAMN40930672,GCA_038080715.1,USA:Boston,urine,clinical,
BWH_1886_E_col,Homo sapiens,2024,5.44896,248.0,,,Urinary tract infection,Contig,,SAMN40930685,GCA_038080975.1,USA:Boston,urine,clinical,
BWH_1887_E_col,Homo sapiens,2024,5.2953,158.0,,,Urinary tract infection,Contig,,SAMN40930686,GCA_038080995.1,USA:Boston,urine,clinical,
BWH_1889_E_col,Homo sapiens,2024,5.42407,290.0,,,Urinary tract infection,Contig,,SAMN40930687,GCA_038081015.1,USA:Boston,urine,clinical,
BWH_1891_E_col,Homo sapiens,2024,5.2986,157.0,,,Urinary tract infection,Contig,,SAMN40930689,GCA_038081335.1,USA:Boston,urine,clinical,
BWH_1893_E_col,Homo sapiens,2024,5.37873,221.0,,,Urinary tract infection,Contig,,SAMN40930691,GCA_038081075.1,USA:Boston,urine,clinical,
BWH_1903_E_col,Homo sapiens,2024,4.67901,191.0,,,Urinary tract infection,Contig,,SAMN41091873,GCA_038509365.1,USA:Boston,urine,clinical,
BWH_1904_E_col,Homo sapiens,2024,5.20649,82.0,,,Urinary tract infection,Contig,,SAMN41091872,GCA_038510605.1,USA:Boston,urine,clinical,
BWH_1905_E_col,Homo sapiens,2024,5.0552,137.0,,,Urinary tract infection,Contig,,SAMN41091871,GCA_038510405.1,USA:Boston,urine,clinical,
BWH_191_E_col,Homo sapiens,2022,5.28932,95.0,,,Urinary tract infection,Contig,,SAMN36728953,GCA_033200515.2,USA:Boston,urine,clinical,
BWH_1910_E_col,Homo sapiens,2024,5.23641,110.0,,,Urinary tract infection,Contig,,SAMN41091867,GCA_038510625.1,USA:Boston,urine,clinical,
BWH_1913_E_col,Homo sapiens,2024,5.36398,198.0,,,Urinary tract infection,Contig,,SAMN41091864,GCA_038513765.1,USA:Boston,urine,clinical,
BWH_192_E_col,Homo sapiens,2022,5.49883,98.0,,,Urinary tract infection,Contig,,SAMN36729073,GCA_032329855.2,USA:Boston,urine,clinical,
BWH_205_E_col,Homo sapiens,2022,5.02564,112.0,,,Urinary tract infection,Contig,,SAMN36726468,GCA_032338435.2,USA:Boston,urine,clinical,
BWH_216_E_col,Homo sapiens,2022,5.03107,135.0,,,Urinary tract infection,Contig,,SAMN36729146,GCA_032332055.2,USA:Boston,urine,clinical,
BWH_218_E_col,Homo sapiens,2022,5.0425,146.0,,,Urinary tract infection,Contig,,SAMN36729181,GCA_032331435.2,USA:Boston,urine,clinical,
BWH_219_E_col,Homo sapiens,2022,5.39179,190.0,,,Urinary tract infection,Contig,,SAMN36728949,GCA_032331875.2,USA:Boston,urine,clinical,
BWH_220_E_col,Homo sapiens,2022,5.0157,115.0,,,Urinary tract infection,Contig,,SAMN36729110,GCA_032331155.2,USA:Boston,urine,clinical,
BWH_234_E_col,Homo sapiens,2022,5.27511,66.0,,,Urinary tract infection,Contig,,SAMN36729062,GCA_032330775.2,USA:Boston,urine,clinical,
BWH_236_E_col,Homo sapiens,2022,5.29482,94.0,,,Urinary tract infection,Contig,,SAMN36729081,GCA_032329955.2,USA:Boston,urine,clinical,
BWH_237_E_col,Homo sapiens,2022,5.1925,98.0,,,Urinary tract infection,Contig,,SAMN36729152,GCA_032332115.1,USA:Boston,urine,clinical,
BWH_238_E_col,Homo sapiens,2022,5.39895,85.0,,,Urinary tract infection,Contig,,SAMN36728975,GCA_032330415.2,USA:Boston,urine,clinical,
BWH_239_E_col,Homo sapiens,2022,5.07954,99.0,,,Urinary tract infection,Contig,,SAMN36726480,GCA_032338575.2,USA:Boston,urine,clinical,
BWH_240_E_col,Homo sapiens,2022,5.16636,101.0,,,Urinary tract infection,Contig,,SAMN36728971,GCA_032330335.2,USA:Boston,urine,clinical,
BWH_261_E_col,Homo sapiens,2022,5.14303,116.0,,,Urinary tract infection,Contig,,SAMN36727293,GCA_032333455.2,USA:Boston,urine,clinical,
BWH_265_E_col,Homo sapiens,2022,4.96834,142.0,,,Urinary tract infection,Contig,,SAMN36726642,GCA_032336195.2,USA:Boston,urine,clinical,
BWH_267_E_col,Homo sapiens,2022,5.04361,109.0,,,Urinary tract infection,Contig,,SAMN36729047,GCA_032330475.2,USA:Boston,urine,clinical,
BWH_268_E_col,Homo sapiens,2022,5.04487,101.0,,,Urinary tract infection,Contig,,SAMN36726417,GCA_032338115.1,USA:Boston,Rectal,clinical,
BWH_272_E_col,Homo sapiens,2022,5.18278,126.0,,,Urinary tract infection,Contig,,SAMN36727295,GCA_032333535.2,USA:Boston,urine,clinical,
BWH_275_E_col,Homo sapiens,2022,5.12025,102.0,,,Urinary tract infection,Contig,,SAMN36726461,GCA_032338295.2,USA:Boston,urine,clinical,
BWH_277_E_col,Homo sapiens,2022,5.24358,110.0,,,Urinary tract infection,Contig,,SAMN36726412,GCA_032338075.2,USA:Boston,urine,clinical,
BWH_300_E_col,Homo sapiens,2022,5.11754,102.0,,,Urinary tract infection,Contig,,SAMN36729118,GCA_032329135.2,USA:Boston,urine,clinical,
BWH_302_E_col,Homo sapiens,2022,5.0019,72.0,,,Urinary tract infection,Contig,,SAMN36729116,GCA_032331255.2,USA:Boston,urine,clinical,
BWH_315_E_col,Homo sapiens,2022,5.35536,115.0,,,Urinary tract infection,Contig,,SAMN36726691,GCA_032336795.2,USA:Boston,urine,clinical,
BWH_316_E_col,Homo sapiens,2022,5.06487,73.0,,,Urinary tract infection,Contig,,SAMN36727290,GCA_032333375.2,USA:Boston,urine,clinical,
BWH_318_E_col,Homo sapiens,2022,5.21044,97.0,,,Urinary tract infection,Contig,,SAMN36729053,GCA_032330615.2,USA:Boston,urine,clinical,
BWH_327_E_col,Homo sapiens,2022,5.33811,80.0,,,Urinary tract infection,Contig,,SAMN36728957,GCA_032330155.2,USA:Boston,urine,clinical,
BWH_328_E_col,Homo sapiens,2022,5.01112,128.0,,,Urinary tract infection,Contig,,SAMN36727292,GCA_032333415.2,USA:Boston,urine,clinical,
BWH_330_E_col,Homo sapiens,2022,5.21667,107.0,,,Urinary tract infection,Contig,,SAMN36728958,GCA_032330215.2,USA:Boston,urine,clinical,
BWH_336_E_col,Homo sapiens,2022,5.17148,81.0,,,Urinary tract infection,Contig,,SAMN36726436,GCA_032337655.2,USA:Boston,urine,clinical,
BWH_349_E_col,Homo sapiens,2022,5.05717,154.0,,,Urinary tract infection,Contig,,SAMN36728930,GCA_032331615.2,USA:Boston,urine,clinical,
BWH_350_E_col,Homo sapiens,2022,5.2514,229.0,,,Urinary tract infection,Contig,,SAMN36726439,GCA_032337715.2,USA:Boston,urine,clinical,
BWH_351_E_col,Homo sapiens,2022,5.04252,129.0,,,Urinary tract infection,Contig,,SAMN36726456,GCA_032337955.2,USA:Boston,urine,clinical,
BWH_355_E_col,Homo sapiens,2022,4.98246,123.0,,,Urinary tract infection,Contig,,SAMN36729021,GCA_032329495.2,USA:Boston,urine,clinical,
BWH_362_E_col,Homo sapiens,2022,5.11764,107.0,,,Urinary tract infection,Contig,,SAMN36726470,GCA_032338455.2,USA:Boston,urine,clinical,
BWH_365_E_col,Homo sapiens,2022,4.95191,190.0,,,Urinary tract infection,Contig,,SAMN37516941,GCA_032123115.2,USA:Boston,urine,clinical,
BWH_375_E_col,Homo sapiens,2022,4.91443,111.0,,,Urinary tract infection,Contig,,SAMN36729075,GCA_032330015.2,USA:Boston,urine,clinical,
BWH_377_E_col,Homo sapiens,2022,5.09889,107.0,,,Urinary tract infection,Contig,,SAMN36726411,GCA_032338055.2,USA:Boston,urine,clinical,
BWH_387_E_col,Homo sapiens,2022,5.1819,113.0,,,Urinary tract infection,Contig,,SAMN36728986,GCA_032331975.2,USA:Boston,urine,clinical,
BWH_389_E_col,Homo sapiens,2022,5.29476,144.0,,,Urinary tract infection,Contig,,SAMN36726410,GCA_032338035.2,USA:Boston,urine,clinical,
BWH_395_E_col,Homo sapiens,2022,5.26784,153.0,,,Urinary tract infection,Contig,,SAMN36726639,GCA_032336055.2,USA:Boston,urine,clinical,
BWH_483_E_col,Homo sapiens,2022,5.28308,98.0,,,Urinary tract infection,Contig,,SAMN36729065,GCA_032330815.1,USA:Boston,urine,clinical,
BWH_485_E_col,Homo sapiens,2022,5.32424,92.0,,,Urinary tract infection,Contig,,SAMN37516897,GCA_032121125.2,USA:Boston,urine,clinical,
BWH_516_E_col,Homo sapiens,2022,5.28156,76.0,,,Urinary tract infection,Contig,,SAMN36729077,GCA_032329915.2,USA:Boston,urine,clinical,
BWH_664_E_col,Homo sapiens,2022,5.24525,68.0,,,Urinary tract infection,Contig,,SAMN36729064,GCA_032330835.2,USA:Boston,urine,clinical,
BWH_665_E_col,Homo sapiens,2022,5.32503,104.0,,,Urinary tract infection,Contig,,SAMN36727294,GCA_033200635.2,USA:Boston,urine,clinical,
BWH_670_E_col,Homo sapiens,2022,5.01361,87.0,,,Urinary tract infection,Contig,,SAMN36729019,GCA_032329395.2,USA:Boston,urine,clinical,
BWH_742_E_col,Homo sapiens,2022,5.04948,125.0,,,Urinary tract infection,Contig,,SAMN36726682,GCA_032336515.2,USA:Boston,urine,clinical,
BWH_759_E_col,Homo sapiens,2022,5.26193,82.0,,,Urinary tract infection,Contig,,SAMN36727278,GCA_032333255.2,USA:Boston,urine,clinical,
BWH_761_E_col,Homo sapiens,2022,5.22375,128.0,,,Urinary tract infection,Contig,,SAMN37516945,GCA_032123195.2,USA:Boston,urine,clinical,
BWH_762_E_col,Homo sapiens,2022,5.34427,77.0,,,Urinary tract infection,Contig,,SAMN37516887,GCA_032120375.2,USA:Boston,urine,clinical,
BWH_764_E_col,Homo sapiens,2022,5.49782,129.0,,,Urinary tract infection,Contig,,SAMN36726637,GCA_032336145.2,USA:Boston,urine,clinical,
BWH_792_E_col,Homo sapiens,2022,5.13741,91.0,,,Urinary tract infection,Contig,,SAMN36729086,GCA_031775955.2,USA:Boston,urine,clinical,
BWH_793_E_col,Homo sapiens,2022,5.14153,89.0,,,Urinary tract infection,Contig,,SAMN36726443,GCA_032337795.2,USA:Boston,urine,clinical,
BWH_795_E_col,Homo sapiens,2022,5.08736,58.0,,,Urinary tract infection,Contig,,SAMN36728932,GCA_032331635.2,USA:Boston,urine,clinical,
BWH_804_E_col,Homo sapiens,2022,5.45721,105.0,,,Urinary tract infection,Contig,,SAMN36729091,GCA_032330875.2,USA:Boston,urine,clinical,
BWH_806_E_col,Homo sapiens,2022,4.8382,113.0,,,Urinary tract infection,Contig,,SAMN37516895,GCA_032121115.2,USA:Boston,urine,clinical,
BWH_811_E_col,Homo sapiens,2022,5.08265,153.0,,,Urinary tract infection,Contig,,SAMN36729177,GCA_032331395.2,USA:Boston,urine,clinical,
BWH_824_E_col,Homo sapiens,2022,5.46536,102.0,,,Urinary tract infection,Contig,,SAMN36728901,GCA_032328895.2,USA:Boston,urine,clinical,
BWH_825_E_col,Homo sapiens,2022,5.10957,70.0,,,Urinary tract infection,Contig,,SAMN36729025,GCA_031775975.2,USA:Boston,urine,clinical,
BWH_826_E_col,Homo sapiens,2022,5.09872,97.0,,,Urinary tract infection,Contig,,SAMN36729102,GCA_032331055.2,USA:Boston,urine,clinical,
BWH_828_E_col,Homo sapiens,2022,5.10346,102.0,,,Urinary tract infection,Contig,,SAMN36729162,GCA_032328175.2,USA:Boston,urine,clinical,
BWH_829_E_col,Homo sapiens,2022,5.12472,103.0,,,Urinary tract infection,Contig,,SAMN36726418,GCA_032338135.2,USA:Boston,urine,clinical,
BWH_831_E_col,Homo sapiens,2022,5.13733,78.0,,,Urinary tract infection,Contig,,SAMN36728968,GCA_032330355.2,USA:Boston,urine,clinical,
BWH_832_E_col,Homo sapiens,2022,5.15981,108.0,,,Urinary tract infection,Contig,,SAMN36729140,GCA_032329435.2,USA:Boston,urine,clinical,
BWH_843_E_col,Homo sapiens,2022,5.01232,80.0,,,Urinary tract infection,Contig,,SAMN36729044,GCA_031776175.2,USA:Boston,urine,clinical,
BWH_844_E_col,Homo sapiens,2022,4.93795,39.0,,,Urinary tract infection,Contig,,SAMN36726399,GCA_032337635.2,USA:Boston,urine,clinical,
BWH_845_E_col,Homo sapiens,2022,4.83252,91.0,,,Urinary tract infection,Contig,,SAMN37516886,GCA_032120315.2,USA:Boston,urine,clinical,
BWH_846_E_col,Homo sapiens,2022,5.20482,80.0,,,Urinary tract infection,Contig,,SAMN36729137,GCA_032329295.2,USA:Boston,urine,clinical,
BWH_848_E_col,Homo sapiens,2022,4.99779,139.0,,,Urinary tract infection,Contig,,SAMN36727272,GCA_032334195.2,USA:Boston,urine,clinical,
BWH_850_E_col,Homo sapiens,2022,5.05235,85.0,,,Urinary tract infection,Contig,,SAMN36729182,GCA_031776305.2,USA:Boston,urine,clinical,
BWH_851_E_col,Homo sapiens,2022,5.21215,74.0,,,Urinary tract infection,Contig,,SAMN36727335,GCA_032333715.2,USA:Boston,urine,clinical,
BWH_852_E_col,Homo sapiens,2022,5.28333,87.0,,,Urinary tract infection,Contig,,SAMN36726688,GCA_032336715.2,USA:Boston,urine,clinical,
BWH_858_E_col,Homo sapiens,2022,5.20161,78.0,,,Urinary tract infection,Contig,,SAMN36729202,GCA_031775775.2,USA:Boston,urine,clinical,
BWH_861_E_col,Homo sapiens,2022,5.17584,61.0,,,Urinary tract infection,Contig,,SAMN36727324,GCA_032334075.2,USA:Boston,urine,clinical,
BWH_869_E_col,Homo sapiens,2022,5.213,72.0,,,Urinary tract infection,Contig,,SAMN36726424,GCA_032338195.2,USA:Boston,urine,clinical,
BWH_870_E_col,Homo sapiens,2022,5.45923,96.0,,,Urinary tract infection,Contig,,SAMN36729172,GCA_032331335.2,USA:Boston,urine,clinical,
BWH_871_E_col,Homo sapiens,2022,5.2218,75.0,,,Urinary tract infection,Contig,,SAMN36729010,GCA_032329035.2,USA:Boston,urine,clinical,
BWH_872_E_col,Homo sapiens,2022,5.04631,67.0,,,Urinary tract infection,Contig,,SAMN36729213,GCA_032328635.2,USA:Boston,urine,clinical,
BWH_873_E_col,Homo sapiens,2022,5.21778,95.0,,,Urinary tract infection,Contig,,SAMN36729087,GCA_032329975.2,USA:Boston,urine,clinical,
BWH_874_E_col,Homo sapiens,2022,5.22209,75.0,,,Urinary tract infection,Contig,,SAMN36729164,GCA_032332275.2,USA:Boston,urine,clinical,
BWH_875_E_col,Homo sapiens,2022,5.20404,70.0,,,Urinary tract infection,Contig,,SAMN36726649,GCA_032334935.2,USA:Boston,urine,clinical,
BWH_883_E_col,Homo sapiens,2022,5.42738,77.0,,,Urinary tract infection,Contig,,SAMN36726687,GCA_032336695.2,USA:Boston,urine,clinical,
BWH_884_E_col,Homo sapiens,2022,5.31463,69.0,,,Urinary tract infection,Contig,,SAMN36726444,GCA_032337855.2,USA:Boston,urine,clinical,
BWH_885_E_col,Homo sapiens,2022,5.24752,88.0,,,Urinary tract infection,Contig,,SAMN36728944,GCA_032331795.2,USA:Boston,urine,clinical,
BWH_887_E_col,Homo sapiens,2022,5.08986,80.0,,,Urinary tract infection,Contig,,SAMN36729115,GCA_032331235.2,USA:Boston,urine,clinical,
BWH_888_E_col,Homo sapiens,2022,4.95483,97.0,,,Urinary tract infection,Contig,,SAMN36726698,GCA_032337095.2,USA:Boston,urine,clinical,
BWH_890_E_col,Homo sapiens,2022,5.1496,64.0,,,Urinary tract infection,Contig,,SAMN36729113,GCA_033200495.2,USA:Boston,urine,clinical,
BWH_893_E_col,Homo sapiens,2022,5.49807,173.0,,,Urinary tract infection,Contig,,SAMN36726657,GCA_032335115.2,USA:Boston,urine,clinical,
BWH_895_E_col,Homo sapiens,2022,5.12744,100.0,,,Urinary tract infection,Contig,,SAMN36728914,GCA_032328155.2,USA:Boston,urine,clinical,
BWH_896_E_col,Homo sapiens,2022,5.24947,105.0,,,Urinary tract infection,Contig,,SAMN36726645,GCA_032336275.2,USA:Boston,urine,clinical,
BWH_897_E_col,Homo sapiens,2022,5.29668,93.0,,,Urinary tract infection,Contig,,SAMN36729074,GCA_032329895.2,USA:Boston,urine,clinical,
BWH_902_E_col,Homo sapiens,2022,5.06276,62.0,,,Urinary tract infection,Contig,,SAMN36729040,GCA_031775475.2,USA:Boston,urine,clinical,
BWH_903_E_col,Homo sapiens,2022,4.84392,64.0,,,Urinary tract infection,Contig,,SAMN36726655,GCA_032334975.2,USA:Boston,urine,clinical,
BWH_905_E_col,Homo sapiens,2022,5.18762,61.0,,,Urinary tract infection,Contig,,SAMN36729132,GCA_031775935.2,USA:Boston,urine,clinical,
BWH_907_E_col,Homo sapiens,2022,5.24254,61.0,,,Urinary tract infection,Contig,,SAMN36729059,GCA_032330755.2,USA:Boston,urine,clinical,
BWH_909_E_col,Homo sapiens,2022,4.88136,70.0,,,Urinary tract infection,Contig,,SAMN36727303,GCA_032333835.2,USA:Boston,urine,clinical,
BWH_926_E_col,Homo sapiens,2022,5.05273,118.0,,,Urinary tract infection,Contig,,SAMN36729114,GCA_032331215.2,USA:Boston,urine,clinical,
BWH_930_E_col,Homo sapiens,2022,5.27333,124.0,,,Urinary tract infection,Contig,,SAMN36727329,GCA_032333635.2,USA:Boston,urine,clinical,
BWH_932_E_col,Homo sapiens,2022,5.16713,56.0,,,Urinary tract infection,Contig,,SAMN36726473,GCA_032338475.2,USA:Boston,urine,clinical,
BWH_937_E_col,Homo sapiens,2022,5.28362,112.0,,,Urinary tract infection,Contig,,SAMN36729049,GCA_032330515.2,USA:Boston,urine,clinical,
BWH_938_E_col,Homo sapiens,2022,5.23074,72.0,,,Urinary tract infection,Contig,,SAMN36727268,GCA_032333315.2,USA:Boston,urine,clinical,
BWH_942_E_col,Homo sapiens,2022,5.31556,90.0,,,Urinary tract infection,Contig,,SAMN36727330,GCA_032333615.2,USA:Boston,urine,clinical,
BWH_944_E_col,Homo sapiens,2022,5.54988,98.0,,,Urinary tract infection,Contig,,SAMN36728995,GCA_032328835.2,USA:Boston,urine,clinical,
BWH_946_E_col,Homo sapiens,2022,5.29096,57.0,,,Urinary tract infection,Contig,,SAMN36728907,GCA_032330715.2,USA:Boston,urine,clinical,
BWH_948_E_col,Homo sapiens,2022,5.10536,73.0,,,Urinary tract infection,Contig,,SAMN36727312,GCA_032333915.2,USA:Boston,urine,clinical,
BWH_949_E_col,Homo sapiens,2022,4.76215,93.0,,,Urinary tract infection,Contig,,SAMN36726450,GCA_032337915.2,USA:Boston,urine,clinical,
BWH_952_E_col,Homo sapiens,2022,5.33501,82.0,,,Urinary tract infection,Contig,,SAMN36728915,GCA_032329415.2,USA:Boston,urine,clinical,
BWH_963_E_col,Homo sapiens,2023,4.79046,91.0,,,Urinary tract infection,Contig,,SAMN36726669,GCA_032335335.2,USA:Boston,urine,clinical,
BWH_965_E_col,Homo sapiens,2023,5.03993,70.0,,,Urinary tract infection,Contig,,SAMN36726624,GCA_032337535.2,USA:Boston,urine,clinical,
BWH_966_E_col,Homo sapiens,2023,5.03596,71.0,,,Urinary tract infection,Contig,,SAMN36729011,GCA_032329055.2,USA:Boston,urine,clinical,
BWH_967_E_col,Homo sapiens,2023,5.26117,85.0,,,Urinary tract infection,Contig,,SAMN36728965,GCA_032330255.2,USA:Boston,urine,clinical,
BWH_970_E_col,Homo sapiens,2023,5.26159,95.0,,,Urinary tract infection,Contig,,SAMN36727286,GCA_032333335.2,USA:Boston,urine,clinical,
BWH_972_E_col,Homo sapiens,2023,5.20739,75.0,,,Urinary tract infection,Contig,,SAMN36726618,GCA_032336245.2,USA:Boston,urine,clinical,
BWH_973_E_col,Homo sapiens,2023,5.07819,43.0,,,Urinary tract infection,Contig,,SAMN36729201,GCA_031775735.2,USA:Boston,urine,clinical,
BWH_975_E_col,Homo sapiens,2022,4.89989,50.0,,,Urinary tract infection,Contig,,SAMN36728921,GCA_032328055.2,USA:Boston,urine,clinical,
